Crop,Soil,Rainfall,Temperature,Fertilizer,Area,Yield
Cowpeas,Sandy,1240.32,31.88,196.55,1.87,4.82
Tomatoes,Clay,583.69,34.42,90.95,9.02,2.47
Chickpeas,Chalky,1099.87,23.79,111.39,5.53,4.12
Greengrams,Clay,1003.04,25.84,131.15,2.57,1.0
Broccoli,Peaty,672.37,23.57,71.93,10.0,1.95
Sunflower,Chalky,231.13,16.84,138.54,6.62,1.29
Wheat,Chalky,1337.81,15.83,79.12,4.79,3.55
Hemp,Clay,925.24,31.12,245.28,9.92,3.13
Coffee,Silty,745.51,20.3,288.46,7.15,4.07
Lettuce,Sandy,1390.13,29.7,120.07,7.61,2.62
Cassava,Loamy,507.58,21.23,280.5,4.89,3.69
Hemp,Clay,1085.05,26.01,231.53,3.09,0.55
Chickpeas,Chalky,1221.76,25.44,91.01,3.94,3.77
Onions,Chalky,1318.95,19.35,202.87,1.75,2.9
Oats,Sandy,1115.52,31.6,66.72,3.7,4.82
Strawberries,Loamy,287.28,10.52,235.83,2.55,3.89
Sorghum,Chalky,1397.31,10.59,88.12,6.12,4.22
Barley,Clay,576.17,16.9,164.21,9.62,3.61
Millet,Chalky,1344.15,25.4,53.15,3.17,1.07
Tomatoes,Sandy,1334.49,14.32,287.4,2.11,4.45
Corn,Silty,842.17,13.37,240.55,7.65,0.72
Tea,Silty,229.24,24.93,188.21,2.39,0.74
Corn,Clay,1231.14,30.36,181.46,9.25,1.95
Tobacco,Chalky,362.26,25.18,294.12,1.37,1.97
Beans,Silty,560.12,14.12,186.18,4.49,4.55
Oats,Loamy,447.69,34.07,226.18,8.06,3.27
Spinach,Silty,1124.02,26.19,98.71,6.44,4.9
Onions,Loamy,884.67,32.81,206.26,6.77,0.6
Tomatoes,Sandy,203.96,10.15,214.24,5.33,2.19
Blueberries,Peaty,629.57,11.15,121.57,0.56,1.43
Sorghum,Silty,808.25,30.13,148.26,3.15,4.19
Broccoli,Chalky,491.51,19.5,112.01,1.59,4.63
Amaranth,Peaty,1183.94,28.97,57.33,5.68,1.67
Quinoa,Peaty,734.86,29.27,243.93,7.06,2.65
Coffee,Chalky,366.09,30.01,210.05,1.3,3.36
Potatoes,Chalky,1079.6,23.9,234.99,8.06,4.85
Cotton,Chalky,1216.73,26.27,267.79,5.2,1.33
Cowpeas,Peaty,1305.1,34.56,129.17,5.39,1.55
Cauliflower,Clay,579.83,16.07,274.94,3.36,2.17
Pineapple,Loamy,539.59,29.44,165.61,6.45,3.97
Carrots,Silty,954.38,33.75,276.46,7.23,0.58
Blueberries,Sandy,710.02,21.08,142.22,0.54,3.64
Garlic,Clay,1093.27,32.43,272.38,8.57,2.43
Avocados,Silty,563.33,15.14,197.75,1.42,2.58
Avocados,Silty,1007.33,33.5,271.11,4.92,2.56
Mangoes,Sandy,908.15,12.85,68.82,7.6,4.48
Onions,Clay,1361.28,23.31,116.12,3.47,4.1
Pears,Chalky,478.45,31.91,92.86,8.15,2.14
Tea,Peaty,1006.46,20.93,201.99,7.57,4.16
Coffee,Loamy,338.95,21.51,104.06,0.54,2.96
Apples,Silty,1313.45,11.06,141.01,6.7,2.09
Peas,Loamy,738.58,33.65,73.95,0.87,3.35
Sunflower,Loamy,349.18,19.22,162.1,2.82,4.52
Beans,Peaty,376.17,13.16,71.42,1.01,4.39
Cotton,Loamy,1433.82,16.55,144.87,5.94,3.26
Strawberries,Loamy,247.79,29.18,90.67,2.06,3.92
Onions,Peaty,882.52,15.7,293.75,6.8,2.6
Tomatoes,Sandy,534.28,34.54,108.39,3.63,4.07
Amaranth,Chalky,1369.3,27.49,242.47,2.92,2.19
Zucchini,Loamy,1168.23,20.34,105.76,4.82,1.83
Cabbage,Peaty,774.87,25.55,256.29,5.42,1.22
Pumpkin,Silty,736.71,24.82,113.19,4.9,4.35
Cassava,Silty,228.62,33.99,93.91,2.2,0.98
Rice,Peaty,1186.1,11.23,252.09,7.65,2.87
Sugarcane,Chalky,1292.82,27.3,162.26,7.87,1.04
Sorghum,Peaty,572.05,21.09,126.41,1.95,1.25
Maize,Chalky,1318.97,22.63,125.55,9.13,3.57
Peanuts,Loamy,261.37,23.49,290.22,5.37,3.61
Garlic,Silty,1494.31,14.61,253.04,5.15,3.2
Cocoa,Silty,895.15,13.45,242.89,3.88,0.52
Cowpeas,Loamy,796.89,25.26,142.36,7.92,3.43
Tea,Loamy,948.63,18.25,218.47,5.42,1.37
Bananas,Clay,269.8,27.52,228.91,6.98,4.84
Garlic,Silty,741.49,16.58,186.02,7.77,3.28
Strawberries,Chalky,849.5,26.61,200.86,7.99,3.68
Chickpeas,Chalky,559.77,25.69,267.12,3.22,1.81
Pumpkin,Sandy,1051.33,16.72,224.25,1.54,3.67
Bananas,Peaty,1174.1,19.84,282.67,2.69,3.58
Sorghum,Chalky,608.85,30.38,50.18,4.48,1.38
Flax,Silty,1329.17,28.48,124.76,8.3,3.88
Cabbage,Clay,473.98,23.51,75.7,7.69,4.65
Beans,Chalky,1427.61,33.13,220.1,2.14,2.05
Oranges,Clay,518.81,31.41,197.35,8.49,3.75
Soybeans,Loamy,1126.52,24.99,263.72,8.96,2.57
Zucchini,Chalky,1170.59,17.2,275.66,9.96,1.46
Cabbage,Clay,536.65,21.05,193.16,4.46,3.3
Tea,Chalky,710.31,26.73,209.43,3.58,1.51
Peas,Chalky,787.82,23.81,85.85,2.07,3.3
Barley,Silty,361.33,30.12,90.58,9.34,4.74
Tobacco,Silty,567.05,19.2,166.19,4.13,3.14
Wheat,Silty,1489.61,23.26,273.69,1.91,4.13
Sunflower,Silty,977.59,29.63,219.96,3.79,2.87
Amaranth,Chalky,873.74,24.23,93.71,6.08,2.84
Broccoli,Chalky,907.38,20.36,275.43,2.7,4.56
Cocoa,Silty,519.52,33.68,243.06,7.84,3.64
Spinach,Loamy,1029.44,23.7,232.41,9.0,2.9
Maize,Peaty,311.89,15.95,180.79,9.12,3.52
Hemp,Silty,886.08,20.65,255.84,6.43,0.52
Corn,Chalky,870.31,20.64,158.12,9.36,1.36
Cowpeas,Chalky,627.0,17.61,108.94,6.93,3.81
Tea,Chalky,537.94,10.86,193.46,7.88,4.99
Tobacco,Peaty,786.46,11.44,136.99,5.37,1.31
Potatoes,Peaty,372.4,24.53,65.39,9.87,1.93
Garlic,Silty,1404.34,27.36,289.09,0.83,2.13
Cocoa,Clay,532.39,30.12,65.33,6.29,0.62
Pears,Chalky,1050.22,33.02,183.73,4.32,4.65
Apples,Chalky,729.81,32.42,131.71,3.41,3.85
Amaranth,Clay,1209.87,29.68,93.28,4.41,2.05
Sunflower,Clay,1314.91,17.83,126.14,4.42,4.99
Mangoes,Loamy,781.83,27.08,59.12,5.01,1.07
Onions,Clay,1344.77,31.66,224.6,7.85,0.61
Millet,Clay,1432.35,31.2,118.66,3.42,3.95
Pumpkin,Loamy,863.9,20.59,295.73,9.95,1.5
Grapes,Clay,728.23,12.05,185.51,8.57,4.17
Oranges,Loamy,397.18,26.47,253.28,6.22,0.82
Carrots,Loamy,721.99,16.4,159.38,9.99,4.48
Rice,Clay,804.94,28.46,287.55,2.35,4.32
Potatoes,Peaty,1451.43,12.49,51.67,6.12,1.49
Tea,Peaty,329.59,28.39,177.46,8.57,3.66
Garlic,Clay,503.25,20.99,146.92,4.47,1.59
Quinoa,Chalky,1483.3,28.26,156.97,4.59,3.6
Barley,Chalky,301.45,12.92,166.11,6.32,1.0
Broccoli,Loamy,1005.72,16.23,215.52,2.32,4.73
Mangoes,Silty,461.66,16.4,297.2,0.74,0.96
Garlic,Loamy,1108.86,29.89,267.15,4.76,2.01
Cowpeas,Peaty,845.34,25.85,288.84,7.68,1.78
Quinoa,Loamy,298.88,16.1,215.32,8.6,4.63
Mangoes,Chalky,1049.55,28.95,243.17,4.44,2.6
Lentils,Loamy,879.92,16.48,107.97,5.25,3.74
Tea,Peaty,568.18,32.79,252.87,1.95,3.56
Mangoes,Silty,634.06,27.1,296.86,1.57,4.63
Zucchini,Chalky,558.82,27.06,108.78,9.18,2.9
Broccoli,Sandy,1368.86,13.9,211.23,7.83,4.1
Oats,Loamy,219.01,26.66,184.93,2.68,2.3
Pineapple,Loamy,1416.01,29.97,297.08,2.18,0.6
Corn,Clay,213.42,11.14,282.49,5.53,1.41
Pineapple,Clay,326.16,20.79,135.14,4.37,0.81
Carrots,Clay,625.07,12.68,280.55,5.27,4.02
Millet,Clay,899.11,23.49,220.41,2.71,4.28
Cocoa,Clay,203.96,20.87,70.34,6.49,2.17
Bananas,Loamy,1301.38,14.86,206.1,0.99,3.89
Carrots,Chalky,323.61,25.07,234.47,9.63,0.95
Onions,Silty,352.51,21.52,273.2,2.89,2.53
Broccoli,Chalky,1194.14,23.65,216.69,6.29,3.97
Chickpeas,Chalky,846.84,17.09,126.78,2.02,0.98
Peanuts,Chalky,869.8,17.99,193.4,6.57,0.72
Cocoa,Silty,362.96,19.91,174.44,0.8,4.38
Flax,Chalky,1260.84,29.95,154.97,1.5,3.51
Zucchini,Loamy,1205.86,23.21,54.79,4.83,3.52
Apples,Silty,1442.72,31.09,232.97,5.1,1.33
Sorghum,Peaty,1175.06,16.4,104.81,8.09,0.52
Cowpeas,Sandy,350.45,15.28,67.59,3.34,3.79
Tea,Chalky,859.7,10.24,219.8,1.21,1.67
Cabbage,Chalky,1191.34,16.06,117.38,2.02,2.88
Barley,Silty,389.41,31.07,106.28,1.85,2.14
Mangoes,Silty,805.98,18.92,173.03,2.78,0.58
Pumpkin,Sandy,671.54,17.91,294.55,9.36,3.14
Cotton,Silty,1121.88,12.32,251.73,9.32,0.55
Chickpeas,Loamy,1166.91,34.82,108.31,8.21,4.88
Cotton,Loamy,1353.65,30.46,151.72,9.92,2.39
Pumpkin,Peaty,836.09,20.05,257.04,8.13,4.74
Garlic,Loamy,1137.67,27.37,289.22,8.94,2.7
Lettuce,Sandy,1470.77,25.79,116.69,3.95,2.65
Pears,Peaty,513.15,32.53,285.15,8.82,1.26
Garlic,Loamy,440.91,24.51,67.74,0.63,0.72
Sugarcane,Chalky,237.68,14.34,91.83,6.03,1.9
Barley,Peaty,642.24,21.81,174.85,1.73,3.23
Cauliflower,Clay,360.87,32.49,284.06,1.77,1.53
Zucchini,Clay,1047.04,30.39,205.87,3.2,1.74
Broccoli,Sandy,1100.58,28.96,263.74,3.45,4.82
Quinoa,Chalky,314.55,34.81,110.71,6.09,4.2
Peanuts,Chalky,1223.81,18.11,67.25,6.09,0.54
Garlic,Chalky,585.94,23.23,280.7,3.78,2.22
Coffee,Peaty,885.65,34.3,61.42,1.21,3.08
Quinoa,Peaty,326.95,28.91,109.62,4.77,4.19
Cowpeas,Loamy,791.3,17.06,264.56,1.57,3.28
Apples,Loamy,828.52,13.75,210.2,3.76,2.48
Cauliflower,Sandy,1298.77,14.74,136.5,3.58,1.13
Chickpeas,Sandy,1240.0,28.69,171.03,8.31,0.82
Carrots,Chalky,1113.41,15.24,64.76,7.2,3.77
Bananas,Sandy,1410.29,32.88,239.41,9.55,0.87
Onions,Peaty,517.55,21.39,65.98,5.26,3.28
Cassava,Chalky,390.73,27.58,230.4,2.04,3.03
Pumpkin,Peaty,424.42,29.8,157.76,1.54,3.29
Lettuce,Loamy,278.64,13.16,186.57,3.36,1.59
Wheat,Loamy,779.66,31.02,99.16,8.76,0.83
Quinoa,Clay,1401.88,24.41,160.49,6.42,2.67
Rice,Loamy,1221.92,29.97,189.72,3.93,3.8
Peanuts,Chalky,312.28,29.82,122.57,6.98,2.36
Grapes,Peaty,1051.64,25.19,209.11,0.6,4.64
Grapes,Sandy,245.05,24.86,59.44,9.15,2.39
Cabbage,Loamy,1200.13,24.75,244.24,9.64,4.84
Grapes,Silty,262.82,31.89,230.82,1.81,0.63
Potatoes,Sandy,1043.58,29.18,170.16,0.7,1.03
Bananas,Clay,419.85,14.53,183.76,4.88,4.27
Beans,Loamy,274.29,17.95,262.36,7.38,3.67
Maize,Loamy,1146.66,29.46,219.77,4.81,4.41
Cocoa,Sandy,1185.87,34.29,284.1,5.26,1.44
Zucchini,Chalky,205.15,18.91,183.13,3.57,4.97
Wheat,Loamy,850.54,16.9,150.92,3.9,4.21
Wheat,Silty,904.19,26.83,295.99,4.1,3.17
Pumpkin,Sandy,580.92,29.4,119.51,5.92,1.88
Sugarcane,Silty,479.36,29.48,99.74,1.98,1.65
Lettuce,Silty,1065.64,11.68,176.15,4.1,3.78
Sugarcane,Chalky,1414.98,20.15,234.13,4.94,4.96
Strawberries,Peaty,1062.37,16.54,234.45,1.41,4.21
Bananas,Loamy,1308.42,28.64,110.98,0.75,1.1
Zucchini,Loamy,702.49,11.43,272.26,5.37,2.11
Peanuts,Chalky,839.12,26.41,256.3,3.15,3.28
Tomatoes,Silty,1217.19,16.14,196.82,1.46,4.2
Flax,Sandy,1028.72,11.56,232.54,4.26,4.06
Rice,Clay,1113.19,22.77,95.91,7.88,4.43
Peanuts,Silty,1050.64,20.46,127.51,8.51,3.53
Oranges,Loamy,345.26,33.02,236.69,6.92,3.38
Beans,Silty,1430.33,10.07,109.98,4.04,0.65
Amaranth,Peaty,351.49,17.41,265.98,7.78,4.03
Broccoli,Peaty,1393.74,19.79,101.39,3.19,2.81
Lentils,Peaty,823.88,27.12,157.11,1.93,0.52
Grapes,Chalky,597.6,12.84,54.26,0.79,0.97
Chickpeas,Silty,1257.35,11.55,133.03,1.19,3.66
Greengrams,Silty,801.07,18.36,93.47,0.72,3.49
Sugarcane,Sandy,776.68,18.07,237.24,3.01,3.27
Zucchini,Sandy,961.46,22.65,98.59,3.11,1.01
Apples,Chalky,1406.91,17.82,207.32,1.2,0.52
Greengrams,Chalky,1304.35,12.52,117.23,9.58,0.56
Sorghum,Chalky,861.51,29.1,238.79,8.06,3.86
Coffee,Silty,1179.41,27.07,221.69,5.44,1.59
Pineapple,Sandy,364.73,31.53,191.14,4.86,4.02
Coffee,Chalky,966.64,12.26,259.22,1.95,4.97
Amaranth,Peaty,1016.82,31.2,236.72,3.73,4.7
Tea,Silty,980.24,34.58,297.26,2.66,4.5
Quinoa,Chalky,290.24,34.19,275.1,9.32,1.63
Tobacco,Chalky,701.36,14.08,79.77,0.99,3.69
Flax,Sandy,1473.01,10.84,175.15,2.13,4.47
Garlic,Silty,1150.54,24.61,236.54,4.63,3.92
Cauliflower,Loamy,1038.23,32.77,198.85,7.68,1.59
Onions,Silty,1288.07,16.78,162.79,5.9,3.69
Barley,Chalky,377.19,14.95,83.56,1.4,3.18
Amaranth,Chalky,228.78,34.82,251.75,4.39,0.74
Millet,Chalky,858.35,28.82,159.3,4.55,0.71
Chickpeas,Peaty,1226.58,33.27,108.44,2.87,1.97
Hemp,Silty,749.52,20.73,88.41,7.89,4.4
Tomatoes,Silty,1428.76,11.59,102.62,6.02,0.89
Mangoes,Chalky,1444.54,11.23,201.55,3.39,3.59
Sunflower,Loamy,406.98,14.1,205.01,3.16,1.05
Oranges,Chalky,905.01,14.63,252.37,9.63,2.06
Tea,Loamy,1486.41,26.16,128.74,7.1,4.2
Peas,Peaty,562.95,28.65,238.02,8.61,1.6
Tomatoes,Clay,1158.1,16.66,157.16,6.74,2.2
Millet,Clay,376.89,17.55,237.88,4.95,0.81
Blueberries,Silty,684.93,11.8,256.73,5.63,2.02
Pumpkin,Sandy,501.95,22.13,278.99,1.65,4.47
Coffee,Chalky,918.16,16.18,129.12,9.75,1.85
Bananas,Silty,968.27,31.89,124.69,9.77,1.82
Strawberries,Silty,1084.37,24.06,266.64,2.08,2.83
Wheat,Clay,706.83,26.09,142.07,2.16,4.44
Pears,Clay,499.15,24.75,239.4,2.08,0.88
Sunflower,Peaty,1026.9,18.84,274.57,2.9,4.53
Maize,Loamy,1440.11,21.0,215.8,9.35,2.52
Sugarcane,Silty,951.62,12.4,276.76,7.02,4.52
Carrots,Silty,572.53,15.1,242.88,2.62,4.48
Cotton,Chalky,579.19,10.21,50.56,6.82,1.46
Cocoa,Sandy,1117.21,32.49,75.55,1.05,0.9
Flax,Clay,339.0,18.1,189.72,9.11,2.11
Cowpeas,Peaty,671.87,32.33,129.44,9.88,2.42
Oranges,Loamy,1146.6,34.48,121.27,6.91,0.81
Peas,Peaty,340.78,26.91,265.42,2.08,0.66
Broccoli,Clay,607.19,34.18,253.66,1.49,1.45
Beans,Loamy,1127.21,22.34,250.94,5.81,1.48
Carrots,Loamy,1024.66,26.07,285.01,2.61,4.41
Tomatoes,Loamy,589.08,20.13,106.51,3.23,2.92
Wheat,Silty,287.45,14.23,59.52,5.18,1.31
Sugarcane,Silty,466.86,18.56,231.05,0.54,4.36
Quinoa,Clay,1429.22,15.15,73.19,2.6,0.54
Tea,Chalky,1004.43,14.51,129.0,3.24,2.56
Peanuts,Silty,1109.79,22.84,150.15,7.61,0.82
Maize,Loamy,1332.87,10.51,263.49,5.28,2.8
Maize,Silty,580.3,28.83,280.55,7.18,4.93
Flax,Peaty,1092.17,29.5,272.6,3.56,1.78
Sorghum,Silty,1148.78,25.17,222.32,9.24,2.06
Apples,Silty,948.66,16.32,146.68,4.68,1.04
Peanuts,Silty,273.28,33.04,135.59,5.35,4.16
Corn,Silty,531.63,28.03,198.68,3.17,1.19
Peanuts,Sandy,1286.71,13.12,153.24,4.97,2.32
Peas,Peaty,634.03,17.86,209.22,4.87,1.98
Lentils,Peaty,1495.75,13.33,219.83,2.06,1.85
Barley,Clay,1285.55,13.88,199.72,9.98,1.05
Tobacco,Clay,667.5,21.95,56.53,0.55,4.06
Rice,Silty,700.36,24.18,135.65,2.7,3.07
Tomatoes,Silty,1462.21,28.11,140.06,2.02,2.9
Sugarcane,Clay,703.45,24.23,271.92,5.49,1.2
Pears,Peaty,886.29,10.34,54.99,8.49,2.79
Pears,Chalky,1195.35,26.59,238.82,2.06,3.86
Blueberries,Sandy,704.99,24.23,246.47,7.15,3.01
Oats,Chalky,743.98,30.14,70.76,7.12,2.86
Lettuce,Loamy,1162.49,16.17,187.67,9.32,0.57
Bananas,Loamy,1064.72,22.9,212.52,9.66,3.69
Cotton,Chalky,388.93,21.65,131.29,6.58,1.99
Chickpeas,Clay,825.51,23.39,259.74,5.3,1.57
Strawberries,Silty,1021.58,12.89,165.24,9.56,2.48
Cocoa,Peaty,1275.46,33.67,167.7,3.18,2.18
Oranges,Sandy,1477.84,26.88,58.83,5.86,1.98
Cocoa,Peaty,1211.21,23.75,147.45,3.12,1.26
Oats,Silty,1284.86,25.71,170.93,8.85,3.48
Tomatoes,Chalky,459.46,24.62,98.28,0.78,4.01
Greengrams,Silty,1406.91,18.67,231.74,5.61,3.23
Broccoli,Sandy,392.52,32.07,156.16,1.72,4.58
Greengrams,Silty,245.64,21.62,126.33,5.91,1.87
Lettuce,Sandy,1181.41,14.23,229.99,1.83,4.21
Chickpeas,Silty,657.25,25.81,164.12,6.77,3.25
Cauliflower,Clay,237.89,33.63,102.67,7.8,2.78
Potatoes,Loamy,633.4,30.52,257.19,7.29,2.98
Pineapple,Peaty,710.95,10.29,137.5,7.6,2.89
Hemp,Chalky,701.11,34.03,239.46,2.87,1.59
Pears,Peaty,423.58,31.1,195.67,9.19,2.63
Tomatoes,Peaty,1227.16,27.41,130.81,9.81,1.63
Oranges,Sandy,929.4,32.93,264.57,8.83,2.59
Cocoa,Silty,519.67,22.29,67.35,6.82,2.73
Pumpkin,Silty,1265.39,14.23,52.27,4.04,1.81
Potatoes,Loamy,1368.04,31.79,113.12,0.52,2.75
Strawberries,Sandy,1455.92,14.56,85.65,9.58,1.14
Cabbage,Loamy,431.26,31.0,223.51,3.46,3.57
Alfalfa,Peaty,283.33,10.76,89.81,6.27,1.97
Bananas,Loamy,986.43,11.04,74.95,7.09,4.1
Barley,Chalky,322.78,29.86,243.75,4.84,3.2
Bananas,Loamy,1425.09,19.13,198.12,1.87,1.53
Cassava,Loamy,1488.11,19.36,54.46,4.27,1.69
Oats,Peaty,1373.29,14.64,219.08,8.89,1.68
Sorghum,Sandy,728.54,12.88,217.55,6.88,2.73
Cauliflower,Loamy,1215.61,23.83,169.76,5.01,4.0
Lentils,Chalky,628.05,29.62,276.28,3.24,1.34
Bananas,Loamy,1212.39,17.86,123.11,9.23,3.35
Avocados,Clay,1240.31,29.54,258.97,5.74,4.72
Cocoa,Silty,929.42,11.76,187.97,0.75,4.25
Sugarcane,Clay,589.72,29.22,155.03,1.28,3.25
Beans,Clay,1445.69,17.33,190.8,3.69,1.36
Tomatoes,Sandy,1390.55,27.24,255.68,5.25,4.73
Quinoa,Sandy,438.36,24.67,71.17,4.18,0.55
Potatoes,Silty,421.8,17.5,288.66,7.94,1.48
Grapes,Sandy,890.02,30.99,247.96,2.88,3.02
Maize,Sandy,1192.37,30.97,292.37,0.95,1.05
Sugarcane,Loamy,424.1,31.71,257.26,3.51,2.04
Alfalfa,Loamy,871.1,17.84,277.53,7.46,1.56
Beans,Sandy,1385.65,15.42,211.47,5.43,4.41
Mangoes,Peaty,1446.73,32.14,259.76,4.5,1.17
Chickpeas,Loamy,1101.16,20.1,286.17,7.64,0.99
Tobacco,Sandy,369.97,18.12,61.55,2.22,3.15
Strawberries,Silty,201.09,31.22,145.21,0.67,3.74
Lettuce,Loamy,933.99,10.75,279.84,8.0,4.71
Wheat,Clay,515.5,30.13,179.14,7.89,3.66
Broccoli,Loamy,1067.87,22.76,268.08,6.82,2.36
Peanuts,Sandy,218.46,16.06,275.11,6.93,3.76
Carrots,Sandy,1494.66,23.53,56.2,5.08,3.56
Alfalfa,Silty,776.86,15.7,140.96,2.52,2.03
Grapes,Silty,1036.62,10.69,69.17,8.04,2.22
Peas,Peaty,698.14,27.62,238.68,8.35,0.96
Blueberries,Chalky,1029.02,15.44,161.46,5.71,1.35
Lentils,Chalky,619.27,13.56,221.24,4.81,2.03
Blueberries,Loamy,1399.15,28.13,68.08,5.43,4.85
Barley,Loamy,205.6,23.85,247.72,7.73,2.32
Broccoli,Chalky,1212.81,15.77,233.28,4.12,4.21
Alfalfa,Loamy,1146.53,19.48,291.74,4.0,1.29
Pears,Sandy,805.99,18.29,78.99,6.95,4.97
Tobacco,Chalky,445.49,19.72,257.11,8.85,1.09
Carrots,Sandy,1327.81,29.25,297.71,7.55,4.44
Garlic,Clay,642.8,32.38,192.81,7.7,2.73
Peas,Sandy,757.18,11.97,198.04,5.23,0.79
Oranges,Silty,1090.3,20.1,194.49,1.55,3.78
Pineapple,Clay,601.67,12.87,199.68,2.02,0.78
Rice,Clay,1045.64,16.35,185.23,1.21,1.16
Wheat,Silty,1455.69,24.44,59.66,4.34,3.91
Pears,Clay,1062.82,21.49,168.94,0.6,4.95
Strawberries,Clay,797.44,18.19,267.12,4.37,1.52
Tomatoes,Sandy,1057.15,17.48,117.64,5.52,4.73
Pumpkin,Loamy,1297.87,11.9,141.07,4.21,1.28
Cowpeas,Loamy,537.24,28.3,130.85,2.74,1.23
Peas,Sandy,343.6,33.29,110.14,6.04,3.57
Cabbage,Peaty,736.71,31.59,252.99,0.64,4.08
Greengrams,Loamy,440.71,14.54,161.04,7.87,3.34
Pears,Peaty,381.79,17.72,280.74,4.59,2.1
Carrots,Clay,839.99,19.81,201.93,3.18,1.24
Maize,Sandy,1141.26,12.52,85.8,7.5,3.09
Sugarcane,Silty,891.25,32.72,236.97,5.66,1.22
Oranges,Loamy,1320.3,23.59,247.1,4.0,1.38
Onions,Loamy,205.73,13.67,290.2,0.74,1.28
Rice,Clay,1324.71,27.6,262.63,7.3,4.42
Oranges,Clay,692.66,19.35,278.49,7.07,4.23
Beans,Clay,1004.22,13.16,270.26,6.9,4.95
Lettuce,Clay,1180.68,19.21,180.89,8.63,3.84
Avocados,Clay,1072.21,12.07,297.42,9.11,3.94
Cauliflower,Chalky,698.95,33.86,135.87,9.91,0.92
Cotton,Sandy,1426.19,29.45,272.74,1.59,4.13
Beans,Peaty,1072.86,29.94,221.77,2.96,3.81
Pineapple,Chalky,1277.46,20.24,228.09,3.1,0.64
Corn,Sandy,1419.8,12.55,166.33,4.65,3.22
Rice,Loamy,1457.95,20.37,208.09,6.54,4.66
Corn,Peaty,1255.26,13.12,273.4,5.47,1.69
Oats,Loamy,853.76,16.4,217.32,8.25,2.28
Maize,Peaty,961.75,19.36,200.74,1.65,1.41
Beans,Loamy,863.45,17.64,189.21,9.95,2.38
Hemp,Chalky,494.78,28.16,211.27,8.34,4.88
Amaranth,Silty,1014.81,34.47,182.51,4.76,1.55
Grapes,Silty,212.65,30.21,88.18,9.47,3.26
Avocados,Loamy,308.62,30.25,194.3,2.67,3.89
Tea,Loamy,602.25,28.13,205.84,2.73,4.01
Alfalfa,Loamy,219.57,23.18,236.3,5.5,3.29
Apples,Chalky,856.05,29.34,169.55,9.39,0.94
Alfalfa,Chalky,203.84,12.33,168.17,1.19,1.04
Wheat,Chalky,1353.52,23.21,87.69,4.01,2.53
Avocados,Chalky,1317.35,13.06,249.57,6.31,2.11
Soybeans,Loamy,1452.61,22.26,260.91,4.13,4.87
Coffee,Chalky,985.03,10.84,114.72,5.19,4.61
Lentils,Silty,1464.83,16.16,215.94,9.36,3.17
Hemp,Chalky,499.36,19.27,213.69,9.66,0.62
Peanuts,Peaty,223.39,20.54,130.34,3.19,2.71
Spinach,Peaty,1405.55,31.82,133.78,9.64,2.19
Avocados,Clay,1086.8,34.24,105.7,5.02,0.99
Sorghum,Clay,1095.03,15.72,104.7,6.1,1.4
Quinoa,Silty,1411.94,32.35,94.97,4.43,3.7
Beans,Chalky,995.94,30.53,123.43,7.2,1.84
Hemp,Chalky,1226.24,25.78,180.65,8.91,2.03
Lettuce,Sandy,1043.61,28.71,248.42,5.86,3.93
Grapes,Loamy,1459.58,23.0,72.03,4.38,2.49
Peanuts,Loamy,852.32,33.07,69.66,4.47,3.9
Sunflower,Clay,1434.53,18.89,141.27,8.79,4.58
Zucchini,Loamy,752.79,25.25,117.86,2.52,2.61
Oranges,Clay,202.1,22.69,171.69,6.58,0.87
Cotton,Chalky,1073.84,25.97,203.99,7.41,3.66
Hemp,Chalky,1210.52,34.74,78.36,9.61,2.52
Potatoes,Silty,737.81,11.5,187.51,5.15,1.09
Soybeans,Sandy,722.45,32.67,209.71,7.54,4.74
Apples,Chalky,1035.04,28.07,85.98,0.94,2.34
Amaranth,Chalky,1207.4,31.17,186.93,4.45,0.53
Pears,Peaty,383.57,18.26,125.52,6.99,3.87
Corn,Peaty,1133.3,29.63,163.01,3.53,1.59
Wheat,Peaty,1104.34,32.02,254.87,4.53,1.42
Barley,Sandy,313.93,34.6,129.67,6.14,1.17
Strawberries,Chalky,1005.71,28.64,261.16,0.59,2.68
Rice,Loamy,289.19,32.5,59.3,7.72,0.71
Blueberries,Chalky,1357.61,24.06,268.11,5.78,2.17
Alfalfa,Chalky,1088.28,28.82,204.74,6.65,1.39
Peas,Clay,1113.11,23.14,265.31,1.06,1.86
Sugarcane,Clay,235.96,31.77,265.6,0.59,1.45
Maize,Sandy,911.94,29.06,65.2,3.65,2.55
Cotton,Chalky,1070.24,32.44,289.85,3.71,3.42
Oats,Sandy,1352.26,29.98,215.25,9.17,1.5
Oranges,Silty,907.83,22.87,276.49,5.24,0.55
Avocados,Silty,1032.2,27.54,130.46,4.47,2.6
Lentils,Peaty,1427.59,28.75,218.86,5.67,1.07
Pineapple,Loamy,308.59,26.56,216.24,7.2,1.95
Wheat,Silty,333.85,11.3,285.09,8.53,1.3
Corn,Sandy,619.77,10.6,101.56,2.71,3.41
Millet,Sandy,1233.09,22.03,184.55,1.2,1.21
Pears,Clay,1441.85,25.82,57.01,7.8,2.17
Sugarcane,Loamy,1445.45,33.07,285.63,3.54,0.71
Coffee,Loamy,413.49,13.35,215.4,9.44,4.9
Lettuce,Sandy,1472.73,18.9,268.98,3.38,3.67
Grapes,Chalky,1487.12,26.8,189.67,8.51,1.45
